category,category_en,model,task_subset,video_id,sample_id,rel_path,item_id,code,family,scheme,option_idx,grade,score,answer
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0002_pred,flat/0002_pred,flat/0002_pred.json,19895,partial_progress,TCR,categorical,2,,,完全无进展
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0002_pred,flat/0002_pred,flat/0002_pred.json,19896,annotator_confidence,META,categorical,0,,,确定
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0002_pred,flat/0002_pred,flat/0002_pred.json,19897,n_objects,OPS,ordinal,1,1,1.0000,1
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0002_pred,flat/0002_pred,flat/0002_pred.json,19898,obj1_type,OPS,categorical,0,,,可抓取的小物体（如水果、积木、工具）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0002_pred,flat/0002_pred,flat/0002_pred.json,19899,obj1_shape,OPS,categorical,0,,,圆形球形
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0002_pred,flat/0002_pred,flat/0002_pred.json,19900,obj1_visibility,OPS,categorical,0,,,清晰可见（轮廓清晰，占画面比例大）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0002_pred,flat/0002_pred,flat/0002_pred.json,19901,obj1_manipulated,OPS,categorical,1,,,否
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0002_pred,flat/0002_pred,flat/0002_pred.json,19910,OPS_avg_visibility,OPS,categorical,0,,,高（所有物体清晰可见）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0002_pred,flat/0002_pred,flat/0002_pred.json,19911,missing_objects,OPS,categorical,0,,,无
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0002_pred,flat/0002_pred,flat/0002_pred.json,19912,CFS_overall,CFS,ordinal5,2,2,2.0000,中等相似 | 能辨认出是同一任务场景，但差异明显
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0002_pred,flat/0002_pred,flat/0002_pred.json,19913,discrepancy_dims,CFS,categorical_multi,2,,,相机运动方式不同（静止移动）; 背景环境不同（墙面灯光其他场景元素）; 场景整体颜色色调不同; 物体外观目标物体的颜色材质大小不同; 动作与交互机器人执行的动作类型不同; 动作的速度轨迹不同; 生成质量画面模糊有伪影; 物体变形穿模; 帧率流畅度不同
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0002_pred,flat/0002_pred,flat/0002_pred.json,19914,discrepancy_severity,CFS,categorical,2,,,严重差异（难以看出是同一任务）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0002_pred,flat/0002_pred,flat/0002_pred.json,19915,VQ_PP,VQ,ordinal5,3,3,3.0000,较差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0002_pred,flat/0002_pred,flat/0002_pred.json,19916,VQ_MQ,VQ,ordinal5,1,1,1.0000,良好
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0002_pred,flat/0002_pred,flat/0002_pred.json,19917,VQ_TC,VQ,ordinal5,3,3,3.0000,较差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0002_pred,flat/0002_pred,flat/0002_pred.json,19918,VQ_VS,VQ,ordinal5,3,3,3.0000,较差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0002_pred,flat/0002_pred,flat/0002_pred.json,19919,VQ_OS,VQ,ordinal5,3,3,3.0000,较差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19891,TCR_completed,TCR,binary,1,NO,0.0000,NO — 任务未完成
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19894,failure_reason,TCR,categorical_multi,0,,,机器人完全没有执行有效操作（静止乱动）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19895,partial_progress,TCR,categorical,2,,,完全无进展
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19896,annotator_confidence,META,categorical,0,,,确定
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19897,n_objects,OPS,ordinal,1,1,1.0000,1
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19898,obj1_type,OPS,categorical,0,,,可抓取的小物体（如水果、积木、工具）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19899,obj1_shape,OPS,categorical,4,,,不规则形状
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19900,obj1_visibility,OPS,categorical,0,,,清晰可见（轮廓清晰，占画面比例大）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19901,obj1_manipulated,OPS,categorical,1,,,否
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19910,OPS_avg_visibility,OPS,categorical,0,,,高（所有物体清晰可见）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19911,missing_objects,OPS,categorical,0,,,无
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19912,CFS_overall,CFS,ordinal5,3,3,3.0000,较差 | 场景有较大差异，仅部分物体背景相似
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19913,discrepancy_dims,CFS,categorical_multi,0,,,相机与视角相机高度角度不同; 场景与布局桌面地面物品摆放位置不同; 背景环境不同（墙面灯光其他场景元素）; 场景整体颜色色调不同; 物体外观目标物体的颜色材质大小不同; 目标物体的形状不同; 动作与交互机器人执行的动作类型不同; 操作的物体不同（操作了错误物体）; 动作的速度轨迹不同; 生成质量画面模糊有伪影; 物体变形穿模
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19914,discrepancy_severity,CFS,categorical,2,,,严重差异（难以看出是同一任务）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19915,VQ_PP,VQ,ordinal5,4,4,4.0000,很差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19916,VQ_MQ,VQ,ordinal5,2,2,2.0000,及格
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19917,VQ_TC,VQ,ordinal5,4,4,4.0000,很差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19918,VQ_VS,VQ,ordinal5,4,4,4.0000,很差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0003_pred,flat/0003_pred,flat/0003_pred.json,19919,VQ_OS,VQ,ordinal5,3,3,3.0000,较差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19891,TCR_completed,TCR,binary,1,NO,0.0000,NO — 任务未完成
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19892,completion_timepoint,TCR,categorical,4,,,NA
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19893,completion_quality,TCR,categorical,2,,,NA
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19894,failure_reason,TCR,categorical_multi,0,,,机器人完全没有执行有效操作（静止乱动）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19895,partial_progress,TCR,categorical,2,,,完全无进展
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19896,annotator_confidence,META,categorical,0,,,确定
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19897,n_objects,OPS,ordinal,1,1,1.0000,1
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19898,obj1_type,OPS,categorical,1,,,容器类物体（如杯子、碗、盘子、袋子）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19899,obj1_shape,OPS,categorical,2,,,长条形
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19900,obj1_visibility,OPS,categorical,0,,,清晰可见（轮廓清晰，占画面比例大）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19901,obj1_manipulated,OPS,categorical,1,,,否
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19910,OPS_avg_visibility,OPS,categorical,0,,,高（所有物体清晰可见）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19911,missing_objects,OPS,categorical,0,,,无
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19912,CFS_overall,CFS,ordinal5,1,1,1.0000,较相似 | 主要元素一致，存在轻微差异
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19913,discrepancy_dims,CFS,categorical_multi,2,,,相机运动方式不同（静止移动）; 场景整体颜色色调不同; 动作与交互机器人执行的动作类型不同; 动作的速度轨迹不同; 生成质量画面模糊有伪影
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19914,discrepancy_severity,CFS,categorical,2,,,严重差异（难以看出是同一任务）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19915,VQ_PP,VQ,ordinal5,3,3,3.0000,较差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19916,VQ_MQ,VQ,ordinal5,1,1,1.0000,良好
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19917,VQ_TC,VQ,ordinal5,3,3,3.0000,较差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19918,VQ_VS,VQ,ordinal5,3,3,3.0000,较差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0004_pred,flat/0004_pred,flat/0004_pred.json,19919,VQ_OS,VQ,ordinal5,3,3,3.0000,较差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19891,TCR_completed,TCR,binary,1,NO,0.0000,NO — 任务未完成
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19892,completion_timepoint,TCR,categorical,4,,,NA
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19893,completion_quality,TCR,categorical,2,,,NA
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19894,failure_reason,TCR,categorical_multi,0,,,机器人完全没有执行有效操作（静止乱动）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19895,partial_progress,TCR,categorical,2,,,完全无进展
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19896,annotator_confidence,META,categorical,0,,,确定
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19897,n_objects,OPS,ordinal,1,1,1.0000,1
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19898,obj1_type,OPS,categorical,1,,,容器类物体（如杯子、碗、盘子、袋子）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19899,obj1_shape,OPS,categorical,0,,,圆形球形
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19900,obj1_visibility,OPS,categorical,1,,,部分可见（被遮挡较小模糊）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19901,obj1_manipulated,OPS,categorical,1,,,否
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19907,obj3_shape,OPS,categorical,0,,,圆形球形
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19910,OPS_avg_visibility,OPS,categorical,1,,,中（至少一个物体部分可见，无不可见物体）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19911,missing_objects,OPS,categorical,0,,,无
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19912,CFS_overall,CFS,ordinal5,1,1,1.0000,较相似 | 主要元素一致，存在轻微差异
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19913,discrepancy_dims,CFS,categorical_multi,2,,,相机运动方式不同（静止移动）; 背景环境不同（墙面灯光其他场景元素）; 场景整体颜色色调不同; 物体外观目标物体的颜色材质大小不同; 目标物体的形状不同; 物体的数量堆叠方式不同; 动作的速度轨迹不同; 帧率流畅度不同
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19914,discrepancy_severity,CFS,categorical,2,,,严重差异（难以看出是同一任务）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19915,VQ_PP,VQ,ordinal5,4,4,4.0000,很差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19916,VQ_MQ,VQ,ordinal5,1,1,1.0000,良好
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19917,VQ_TC,VQ,ordinal5,3,3,3.0000,较差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19918,VQ_VS,VQ,ordinal5,4,4,4.0000,很差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0005_pred,flat/0005_pred,flat/0005_pred.json,19919,VQ_OS,VQ,ordinal5,4,4,4.0000,很差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19891,TCR_completed,TCR,binary,1,NO,0.0000,NO — 任务未完成
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19894,failure_reason,TCR,categorical_multi,0,,,机器人完全没有执行有效操作（静止乱动）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19895,partial_progress,TCR,categorical,2,,,完全无进展
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19896,annotator_confidence,META,categorical,0,,,确定
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19897,n_objects,OPS,ordinal,1,1,1.0000,1
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19898,obj1_type,OPS,categorical,1,,,容器类物体（如杯子、碗、盘子、袋子）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19899,obj1_shape,OPS,categorical,0,,,圆形球形
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19900,obj1_visibility,OPS,categorical,1,,,部分可见（被遮挡较小模糊）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19901,obj1_manipulated,OPS,categorical,1,,,否
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19910,OPS_avg_visibility,OPS,categorical,1,,,中（至少一个物体部分可见，无不可见物体）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19911,missing_objects,OPS,categorical,0,,,无
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19912,CFS_overall,CFS,ordinal5,2,2,2.0000,中等相似 | 能辨认出是同一任务场景，但差异明显
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19913,discrepancy_dims,CFS,categorical_multi,0,,,相机与视角相机高度角度不同; 相机距离（画面缩放）不同; 场景与布局桌面地面物品摆放位置不同; 背景环境不同（墙面灯光其他场景元素）; 场景整体颜色色调不同; 物体外观目标物体的颜色材质大小不同; 目标物体的形状不同; 机器人初始姿态不同; 动作与交互机器人执行的动作类型不同; 操作的物体不同（操作了错误物体）; 动作的速度轨迹不同; 生成质量画面模糊有伪影; 物体变形穿模; 帧率流畅度不同
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19914,discrepancy_severity,CFS,categorical,2,,,严重差异（难以看出是同一任务）
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19915,VQ_PP,VQ,ordinal5,4,4,4.0000,很差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19916,VQ_MQ,VQ,ordinal5,1,1,1.0000,良好
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19917,VQ_TC,VQ,ordinal5,4,4,4.0000,很差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19918,VQ_VS,VQ,ordinal5,4,4,4.0000,很差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0006_pred,flat/0006_pred,flat/0006_pred.json,19919,VQ_OS,VQ,ordinal5,3,3,3.0000,较差
行为跟踪,Action Following Fidelity,DreamDojo-14B,flat,0007_pred,flat/0007_pred,flat/0007_pred.json,19891,TCR_completed,TCR,binary,1,NO,0.0000,NO — 任务未完成
